left_path,right_path,label,split
data/lfw_images/Colin_Powell/0025.jpg,data/lfw_images/Colin_Powell/0224.jpg,1,train
data/lfw_images/John_Negroponte/0017.jpg,data/lfw_images/John_Negroponte/0024.jpg,1,train
data/lfw_images/Megawati_Sukarnoputri/0000.jpg,data/lfw_images/Megawati_Sukarnoputri/0018.jpg,1,train
data/lfw_images/Naomi_Watts/0015.jpg,data/lfw_images/Naomi_Watts/0016.jpg,1,train
data/lfw_images/Colin_Powell/0063.jpg,data/lfw_images/Colin_Powell/0179.jpg,1,train
data/lfw_images/Colin_Powell/0170.jpg,data/lfw_images/Colin_Powell/0172.jpg,1,train
data/lfw_images/Colin_Powell/0138.jpg,data/lfw_images/Colin_Powell/0206.jpg,1,train
data/lfw_images/Colin_Powell/0059.jpg,data/lfw_images/Colin_Powell/0111.jpg,1,train
data/lfw_images/Colin_Powell/0050.jpg,data/lfw_images/Colin_Powell/0173.jpg,1,train
data/lfw_images/Jennifer_Capriati/0036.jpg,data/lfw_images/Jennifer_Capriati/0040.jpg,1,train
data/lfw_images/Halle_Berry/0000.jpg,data/lfw_images/Halle_Berry/0003.jpg,1,train
data/lfw_images/Martha_Stewart/0000.jpg,data/lfw_images/Martha_Stewart/0003.jpg,1,train
data/lfw_images/Colin_Powell/0026.jpg,data/lfw_images/Colin_Powell/0105.jpg,1,train
data/lfw_images/Tony_Blair/0000.jpg,data/lfw_images/Tony_Blair/0111.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0031.jpg,data/lfw_images/Donald_Rumsfeld/0118.jpg,1,train
data/lfw_images/Hugo_Chavez/0017.jpg,data/lfw_images/Hugo_Chavez/0052.jpg,1,train
data/lfw_images/Arnold_Schwarzenegger/0011.jpg,data/lfw_images/Arnold_Schwarzenegger/0033.jpg,1,train
data/lfw_images/Colin_Powell/0060.jpg,data/lfw_images/Colin_Powell/0091.jpg,1,train
data/lfw_images/Ariel_Sharon/0017.jpg,data/lfw_images/Ariel_Sharon/0032.jpg,1,train
data/lfw_images/Colin_Powell/0116.jpg,data/lfw_images/Colin_Powell/0180.jpg,1,train
data/lfw_images/Ariel_Sharon/0016.jpg,data/lfw_images/Ariel_Sharon/0020.jpg,1,train
data/lfw_images/Tang_Jiaxuan/0001.jpg,data/lfw_images/Tang_Jiaxuan/0009.jpg,1,train
data/lfw_images/Joschka_Fischer/0006.jpg,data/lfw_images/Joschka_Fischer/0010.jpg,1,train
data/lfw_images/Lucio_Gutierrez/0004.jpg,data/lfw_images/Lucio_Gutierrez/0006.jpg,1,train
data/lfw_images/Jennifer_Capriati/0002.jpg,data/lfw_images/Jennifer_Capriati/0012.jpg,1,train
data/lfw_images/Colin_Powell/0132.jpg,data/lfw_images/Colin_Powell/0233.jpg,1,train
data/lfw_images/Mahmoud_Abbas/0014.jpg,data/lfw_images/Mahmoud_Abbas/0019.jpg,1,train
data/lfw_images/Colin_Powell/0204.jpg,data/lfw_images/Colin_Powell/0221.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0017.jpg,data/lfw_images/Donald_Rumsfeld/0083.jpg,1,train
data/lfw_images/Colin_Powell/0126.jpg,data/lfw_images/Colin_Powell/0162.jpg,1,train
data/lfw_images/Colin_Powell/0008.jpg,data/lfw_images/Colin_Powell/0030.jpg,1,train
data/lfw_images/Winona_Ryder/0015.jpg,data/lfw_images/Winona_Ryder/0022.jpg,1,train
data/lfw_images/Jean_Chretien/0000.jpg,data/lfw_images/Jean_Chretien/0029.jpg,1,train
data/lfw_images/Goldie_Hawn/0000.jpg,data/lfw_images/Goldie_Hawn/0006.jpg,1,train
data/lfw_images/Colin_Powell/0071.jpg,data/lfw_images/Colin_Powell/0127.jpg,1,train
data/lfw_images/Colin_Powell/0065.jpg,data/lfw_images/Colin_Powell/0175.jpg,1,train
data/lfw_images/John_Ashcroft/0007.jpg,data/lfw_images/John_Ashcroft/0048.jpg,1,train
data/lfw_images/George_HW_Bush/0000.jpg,data/lfw_images/George_HW_Bush/0004.jpg,1,train
data/lfw_images/Colin_Powell/0127.jpg,data/lfw_images/Colin_Powell/0175.jpg,1,train
data/lfw_images/Megawati_Sukarnoputri/0017.jpg,data/lfw_images/Megawati_Sukarnoputri/0021.jpg,1,train
data/lfw_images/Colin_Powell/0159.jpg,data/lfw_images/Colin_Powell/0181.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0002.jpg,data/lfw_images/Donald_Rumsfeld/0098.jpg,1,train
data/lfw_images/Gerhard_Schroeder/0030.jpg,data/lfw_images/Gerhard_Schroeder/0061.jpg,1,train
data/lfw_images/Gerhard_Schroeder/0095.jpg,data/lfw_images/Gerhard_Schroeder/0099.jpg,1,train
data/lfw_images/Colin_Powell/0001.jpg,data/lfw_images/Colin_Powell/0042.jpg,1,train
data/lfw_images/Colin_Powell/0092.jpg,data/lfw_images/Colin_Powell/0149.jpg,1,train
data/lfw_images/Hans_Blix/0015.jpg,data/lfw_images/Hans_Blix/0016.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0114.jpg,data/lfw_images/Donald_Rumsfeld/0117.jpg,1,train
data/lfw_images/Colin_Powell/0024.jpg,data/lfw_images/Colin_Powell/0183.jpg,1,train
data/lfw_images/Kofi_Annan/0011.jpg,data/lfw_images/Kofi_Annan/0013.jpg,1,train
data/lfw_images/Luiz_Inacio_Lula_da_Silva/0003.jpg,data/lfw_images/Luiz_Inacio_Lula_da_Silva/0046.jpg,1,train
data/lfw_images/Jacques_Chirac/0022.jpg,data/lfw_images/Jacques_Chirac/0027.jpg,1,train
data/lfw_images/Tony_Blair/0025.jpg,data/lfw_images/Tony_Blair/0135.jpg,1,train
data/lfw_images/Tony_Blair/0043.jpg,data/lfw_images/Tony_Blair/0101.jpg,1,train
data/lfw_images/Colin_Powell/0008.jpg,data/lfw_images/Colin_Powell/0075.jpg,1,train
data/lfw_images/Luiz_Inacio_Lula_da_Silva/0017.jpg,data/lfw_images/Luiz_Inacio_Lula_da_Silva/0033.jpg,1,train
data/lfw_images/Colin_Powell/0025.jpg,data/lfw_images/Colin_Powell/0146.jpg,1,train
data/lfw_images/Colin_Powell/0040.jpg,data/lfw_images/Colin_Powell/0114.jpg,1,train
data/lfw_images/Colin_Powell/0080.jpg,data/lfw_images/Colin_Powell/0194.jpg,1,train
data/lfw_images/Luiz_Inacio_Lula_da_Silva/0007.jpg,data/lfw_images/Luiz_Inacio_Lula_da_Silva/0010.jpg,1,train
data/lfw_images/Tony_Blair/0002.jpg,data/lfw_images/Tony_Blair/0015.jpg,1,train
data/lfw_images/Penelope_Ann_Miller/0000.jpg,data/lfw_images/Penelope_Ann_Miller/0001.jpg,1,train
data/lfw_images/Tony_Blair/0030.jpg,data/lfw_images/Tony_Blair/0050.jpg,1,train
data/lfw_images/Colin_Powell/0062.jpg,data/lfw_images/Colin_Powell/0118.jpg,1,train
data/lfw_images/Tony_Blair/0023.jpg,data/lfw_images/Tony_Blair/0088.jpg,1,train
data/lfw_images/Tony_Blair/0065.jpg,data/lfw_images/Tony_Blair/0067.jpg,1,train
data/lfw_images/Colin_Powell/0018.jpg,data/lfw_images/Colin_Powell/0159.jpg,1,train
data/lfw_images/Alejandro_Toledo/0003.jpg,data/lfw_images/Alejandro_Toledo/0005.jpg,1,train
data/lfw_images/Roger_Moore/0000.jpg,data/lfw_images/Roger_Moore/0002.jpg,1,train
data/lfw_images/Colin_Powell/0009.jpg,data/lfw_images/Colin_Powell/0054.jpg,1,train
data/lfw_images/Tony_Blair/0049.jpg,data/lfw_images/Tony_Blair/0107.jpg,1,train
data/lfw_images/Sergio_Vieira_De_Mello/0004.jpg,data/lfw_images/Sergio_Vieira_De_Mello/0007.jpg,1,train
data/lfw_images/John_Snow/0000.jpg,data/lfw_images/John_Snow/0010.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0092.jpg,data/lfw_images/Donald_Rumsfeld/0106.jpg,1,train
data/lfw_images/Ariel_Sharon/0012.jpg,data/lfw_images/Ariel_Sharon/0060.jpg,1,train
data/lfw_images/Tony_Blair/0050.jpg,data/lfw_images/Tony_Blair/0058.jpg,1,train
data/lfw_images/Alvaro_Uribe/0008.jpg,data/lfw_images/Alvaro_Uribe/0026.jpg,1,train
data/lfw_images/Hugo_Chavez/0026.jpg,data/lfw_images/Hugo_Chavez/0029.jpg,1,train
data/lfw_images/Tony_Blair/0053.jpg,data/lfw_images/Tony_Blair/0126.jpg,1,train
data/lfw_images/Paul_Burrell/0001.jpg,data/lfw_images/Paul_Burrell/0006.jpg,1,train
data/lfw_images/John_Ashcroft/0009.jpg,data/lfw_images/John_Ashcroft/0044.jpg,1,train
data/lfw_images/Jennifer_Capriati/0020.jpg,data/lfw_images/Jennifer_Capriati/0026.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0070.jpg,data/lfw_images/Donald_Rumsfeld/0077.jpg,1,train
data/lfw_images/Ariel_Sharon/0005.jpg,data/lfw_images/Ariel_Sharon/0036.jpg,1,train
data/lfw_images/Jacques_Chirac/0017.jpg,data/lfw_images/Jacques_Chirac/0026.jpg,1,train
data/lfw_images/Jason_Kidd/0000.jpg,data/lfw_images/Jason_Kidd/0007.jpg,1,train
data/lfw_images/Tony_Blair/0025.jpg,data/lfw_images/Tony_Blair/0045.jpg,1,train
data/lfw_images/Ariel_Sharon/0014.jpg,data/lfw_images/Ariel_Sharon/0038.jpg,1,train
data/lfw_images/Colin_Powell/0012.jpg,data/lfw_images/Colin_Powell/0163.jpg,1,train
data/lfw_images/Colin_Powell/0029.jpg,data/lfw_images/Colin_Powell/0184.jpg,1,train
data/lfw_images/Colin_Powell/0032.jpg,data/lfw_images/Colin_Powell/0204.jpg,1,train
data/lfw_images/Natalie_Coughlin/0001.jpg,data/lfw_images/Natalie_Coughlin/0002.jpg,1,train
data/lfw_images/Colin_Powell/0006.jpg,data/lfw_images/Colin_Powell/0009.jpg,1,train
data/lfw_images/Colin_Powell/0141.jpg,data/lfw_images/Colin_Powell/0233.jpg,1,train
data/lfw_images/Richard_Myers/0001.jpg,data/lfw_images/Richard_Myers/0017.jpg,1,train
data/lfw_images/Paul_Wolfowitz/0000.jpg,data/lfw_images/Paul_Wolfowitz/0007.jpg,1,train
data/lfw_images/George_Robertson/0006.jpg,data/lfw_images/George_Robertson/0019.jpg,1,train
data/lfw_images/Serena_Williams/0012.jpg,data/lfw_images/Serena_Williams/0042.jpg,1,train
data/lfw_images/Tony_Blair/0107.jpg,data/lfw_images/Tony_Blair/0115.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0010.jpg,data/lfw_images/Donald_Rumsfeld/0105.jpg,1,train
data/lfw_images/Gerry_Adams/0003.jpg,data/lfw_images/Gerry_Adams/0006.jpg,1,train
data/lfw_images/Megawati_Sukarnoputri/0000.jpg,data/lfw_images/Megawati_Sukarnoputri/0013.jpg,1,train
data/lfw_images/George_Robertson/0008.jpg,data/lfw_images/George_Robertson/0019.jpg,1,train
data/lfw_images/Colin_Powell/0157.jpg,data/lfw_images/Colin_Powell/0229.jpg,1,train
data/lfw_images/Alvaro_Uribe/0004.jpg,data/lfw_images/Alvaro_Uribe/0027.jpg,1,train
data/lfw_images/Colin_Powell/0106.jpg,data/lfw_images/Colin_Powell/0133.jpg,1,train
data/lfw_images/Bill_Clinton/0004.jpg,data/lfw_images/Bill_Clinton/0014.jpg,1,train
data/lfw_images/Tony_Blair/0008.jpg,data/lfw_images/Tony_Blair/0040.jpg,1,train
data/lfw_images/Colin_Powell/0203.jpg,data/lfw_images/Colin_Powell/0235.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0031.jpg,data/lfw_images/Donald_Rumsfeld/0112.jpg,1,train
data/lfw_images/Hugo_Chavez/0045.jpg,data/lfw_images/Hugo_Chavez/0070.jpg,1,train
data/lfw_images/Tony_Blair/0081.jpg,data/lfw_images/Tony_Blair/0115.jpg,1,train
data/lfw_images/Tony_Blair/0083.jpg,data/lfw_images/Tony_Blair/0092.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0004.jpg,data/lfw_images/Donald_Rumsfeld/0058.jpg,1,train
data/lfw_images/Colin_Powell/0073.jpg,data/lfw_images/Colin_Powell/0186.jpg,1,train
data/lfw_images/Ariel_Sharon/0007.jpg,data/lfw_images/Ariel_Sharon/0012.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0002.jpg,data/lfw_images/Donald_Rumsfeld/0099.jpg,1,train
data/lfw_images/Megawati_Sukarnoputri/0022.jpg,data/lfw_images/Megawati_Sukarnoputri/0024.jpg,1,train
data/lfw_images/Thomas_OBrien/0003.jpg,data/lfw_images/Thomas_OBrien/0005.jpg,1,train
data/lfw_images/Gerhard_Schroeder/0019.jpg,data/lfw_images/Gerhard_Schroeder/0076.jpg,1,train
data/lfw_images/Donald_Rumsfeld/0039.jpg,data/lfw_images/Donald_Rumsfeld/0067.jpg,1,train
data/lfw_images/Tim_Floyd/0000.jpg,data/lfw_images/Tim_Floyd/0001.jpg,1,train
data/lfw_images/Gloria_Macapagal_Arroyo/0014.jpg,data/lfw_images/Gloria_Macapagal_Arroyo/0024.jpg,1,train
data/lfw_images/Gray_Davis/0008.jpg,data/lfw_images/Gray_Davis/0011.jpg,1,train
data/lfw_images/Colin_Powell/0004.jpg,data/lfw_images/Colin_Powell/0134.jpg,1,train
data/lfw_images/Amelie_Mauresmo/0012.jpg,data/lfw_images/Amelie_Mauresmo/0017.jpg,1,train
data/lfw_images/Colin_Powell/0010.jpg,data/lfw_images/Colin_Powell/0230.jpg,1,train
data/lfw_images/Joschka_Fischer/0011.jpg,data/lfw_images/Joschka_Fischer/0016.jpg,1,train
data/lfw_images/Colin_Powell/0024.jpg,data/lfw_images/Colin_Powell/0195.jpg,1,train
data/lfw_images/Colin_Powell/0120.jpg,data/lfw_images/Colin_Powell/0224.jpg,1,train
data/lfw_images/Jacques_Chirac/0019.jpg,data/lfw_images/Jacques_Chirac/0025.jpg,1,train
data/lfw_images/Tom_Ridge/0002.jpg,data/lfw_images/Tom_Ridge/0030.jpg,1,train
data/lfw_images/Ariel_Sharon/0022.jpg,data/lfw_images/Ariel_Sharon/0056.jpg,1,train
data/lfw_images/Gerhard_Schroeder/0001.jpg,data/lfw_images/Gerhard_Schroeder/0092.jpg,1,train
data/lfw_images/Hugo_Chavez/0027.jpg,data/lfw_images/Hugo_Chavez/0043.jpg,1,train
data/lfw_images/George_P_Bush/0000.jpg,data/lfw_images/George_P_Bush/0001.jpg,1,train
data/lfw_images/Colin_Powell/0012.jpg,data/lfw_images/Colin_Powell/0048.jpg,1,train
data/lfw_images/Colin_Powell/0083.jpg,data/lfw_images/Colin_Powell/0215.jpg,1,train
data/lfw_images/Luiz_Inacio_Lula_da_Silva/0005.jpg,data/lfw_images/Luiz_Inacio_Lula_da_Silva/0039.jpg,1,train
data/lfw_images/Colin_Powell/0040.jpg,data/lfw_images/Colin_Powell/0166.jpg,1,train
